"","common","sciname","status_scale","status","score","rgn_id","rgn_name","iucn_sid"
"1160","flathead grey mullet","Mugil cephalus","MA","S4",0.2,8,"Massachusetts-Virginian",135567
"1161","flathead grey mullet","Mugil cephalus",NA,NA,0,11,"Rhode Island",135567
"1162","flathead grey mullet","Mugil cephalus",NA,NA,0,4,"Mid-Atlantic Bight",135567
"1163","flathead grey mullet","Mugil cephalus",NA,NA,0,5,"Connecticut",135567
"1164","flathead grey mullet","Mugil cephalus","NY","N5",0,10,"New York",135567
"1165","agassiz' slickhead","Alepocephalus agassizii",NA,NA,0,1,"Offshore",15147715
"1166","agassiz' slickhead","Alepocephalus agassizii",NA,NA,0,2,"Georges Bank",15147715
"1167","agassiz' slickhead","Alepocephalus agassizii",NA,NA,0,4,"Mid-Atlantic Bight",15147715
"1168","small scaled brown slickhead","Alepocephalus australis",NA,NA,0,3,"Gulf of Maine",15147725
"1169","small scaled brown slickhead","Alepocephalus australis",NA,NA,0,1,"Offshore",15147725
"1170","small scaled brown slickhead","Alepocephalus australis",NA,NA,0,2,"Georges Bank",15147725
"1171","small scaled brown slickhead","Alepocephalus australis",NA,NA,0,4,"Mid-Atlantic Bight",15147725
"1172","baird's slickhead","Alepocephalus bairdii",NA,NA,NA,3,"Gulf of Maine",15147740
"1173","baird's slickhead","Alepocephalus bairdii",NA,NA,NA,1,"Offshore",15147740
"1174","baird's slickhead","Alepocephalus bairdii",NA,NA,NA,2,"Georges Bank",15147740
"1175","baird's slickhead","Alepocephalus bairdii",NA,NA,NA,4,"Mid-Atlantic Bight",15147740
"1176","bigeye smooth-head","Bajacalifornia megalops",NA,NA,0,1,"Offshore",15147816
"1177","bigeye smooth-head","Bajacalifornia megalops",NA,NA,0,2,"Georges Bank",15147816
"1178","bigeye smooth-head","Bajacalifornia megalops",NA,NA,0,4,"Mid-Atlantic Bight",15147816
"1179","fangtooth smooth-head","Bathyprion danae",NA,NA,0,4,"Mid-Atlantic Bight",15147965
"1180","fangtooth smooth-head","Bathyprion danae",NA,NA,0,2,"Georges Bank",15147965
"1181","fangtooth smooth-head","Bathyprion danae",NA,NA,0,1,"Offshore",15147965
"1182","michael sars smooth-head","Bathytroctes michaelsarsi",NA,NA,0,2,"Georges Bank",15147977
"1183","michael sars smooth-head","Bathytroctes michaelsarsi",NA,NA,0,1,"Offshore",15147977
"1184","loosescale smooth-head","Einara macrolepis",NA,NA,0,2,"Georges Bank",15148742
"1185","loosescale smooth-head","Einara macrolepis",NA,NA,0,1,"Offshore",15148742
"1186","loosescale smooth-head","Einara macrolepis",NA,NA,0,4,"Mid-Atlantic Bight",15148742
"1187","softskin smooth-head","Rouleina attrita",NA,NA,0,2,"Georges Bank",15149121
"1188","softskin smooth-head","Rouleina attrita",NA,NA,0,1,"Offshore",15149121
"1189","softskin smooth-head","Rouleina attrita",NA,NA,0,4,"Mid-Atlantic Bight",15149121
"1190","bluntsnout smooth-head","Xenodermichthys copei",NA,NA,0,6,"Maine",15149335
"1191","bluntsnout smooth-head","Xenodermichthys copei",NA,NA,0,3,"Gulf of Maine",15149335
"1192","bluntsnout smooth-head","Xenodermichthys copei",NA,NA,0,9,"New Hampshire",15149335
"1193","bluntsnout smooth-head","Xenodermichthys copei",NA,NA,0,2,"Georges Bank",15149335
"1194","bluntsnout smooth-head","Xenodermichthys copei",NA,NA,0,7,"Massachusetts-Gulf of Maine",15149335
"1195","bluntsnout smooth-head","Xenodermichthys copei",NA,NA,0,1,"Offshore",15149335
"1196","bluntsnout smooth-head","Xenodermichthys copei",NA,NA,0,8,"Massachusetts-Virginian",15149335
"1197","bluntsnout smooth-head","Xenodermichthys copei",NA,NA,0,11,"Rhode Island",15149335
"1198","bluntsnout smooth-head","Xenodermichthys copei",NA,NA,0,4,"Mid-Atlantic Bight",15149335
"1199","bluntsnout smooth-head","Xenodermichthys copei",NA,NA,0,5,"Connecticut",15149335
"1200","bluntsnout smooth-head","Xenodermichthys copei",NA,NA,0,10,"New York",15149335
"1201",NA,"Zostera marina","ME","N4N5",0.1,6,"Maine",153538
"1202",NA,"Zostera marina",NA,NA,0.1,3,"Gulf of Maine",153538
"1203",NA,"Zostera marina","NH","N4N5",0.1,9,"New Hampshire",153538
"1204",NA,"Zostera marina","MA","N4N5",0.1,7,"Massachusetts-Gulf of Maine",153538
"1205",NA,"Zostera marina",NA,NA,0.1,2,"Georges Bank",153538
"1206",NA,"Zostera marina","MA","N4N5",0.1,8,"Massachusetts-Virginian",153538
"1207",NA,"Zostera marina","RI","N4N5",0.1,11,"Rhode Island",153538
"1208",NA,"Zostera marina",NA,NA,0.1,4,"Mid-Atlantic Bight",153538
"1209",NA,"Zostera marina","CT","N4N5",0.1,5,"Connecticut",153538
"1210",NA,"Zostera marina","NY","S3",0.4,10,"New York",153538
"1211",NA,"Orcinus orca","ME","N4",0.2,6,"Maine",15421
"1212",NA,"Orcinus orca",NA,NA,0.2,3,"Gulf of Maine",15421
"1213",NA,"Orcinus orca",NA,NA,0.2,9,"New Hampshire",15421
"1214",NA,"Orcinus orca",NA,NA,0.2,2,"Georges Bank",15421
"1215",NA,"Orcinus orca","MA","S1",0.8,7,"Massachusetts-Gulf of Maine",15421
"1216",NA,"Orcinus orca",NA,NA,0.2,1,"Offshore",15421
"1217",NA,"Orcinus orca","MA","S1",0.8,8,"Massachusetts-Virginian",15421
"1218",NA,"Orcinus orca",NA,NA,0.2,11,"Rhode Island",15421
"1219",NA,"Orcinus orca",NA,NA,0.2,4,"Mid-Atlantic Bight",15421
"1220",NA,"Orcinus orca",NA,NA,0.2,5,"Connecticut",15421
"1221",NA,"Orcinus orca","NY","N4",0.2,10,"New York",15421
"1222","american harvestfish","Peprilus paru",NA,NA,0,7,"Massachusetts-Gulf of Maine",154624
"1223","american harvestfish","Peprilus paru",NA,NA,0,8,"Massachusetts-Virginian",154624
"1224","american harvestfish","Peprilus paru",NA,NA,0,2,"Georges Bank",154624
"1225","american harvestfish","Peprilus paru",NA,NA,0,11,"Rhode Island",154624
"1226","american harvestfish","Peprilus paru",NA,NA,0,4,"Mid-Atlantic Bight",154624
"1227","american harvestfish","Peprilus paru",NA,NA,0,5,"Connecticut",154624
"1228","american harvestfish","Peprilus paru",NA,NA,0,10,"New York",154624
"1229","american harvestfish","Peprilus paru",NA,NA,0,1,"Offshore",154624
"1230","common dolphinfish","Coryphaena hippurus",NA,NA,0,2,"Georges Bank",154712
"1231","common dolphinfish","Coryphaena hippurus",NA,NA,0,1,"Offshore",154712
"1232","common dolphinfish","Coryphaena hippurus",NA,NA,0,4,"Mid-Atlantic Bight",154712
"1233","white-spotted lantern fish","Diaphus rafinesquii",NA,NA,0,3,"Gulf of Maine",154729
"1234","white-spotted lantern fish","Diaphus rafinesquii",NA,NA,0,6,"Maine",154729
"1235","white-spotted lantern fish","Diaphus rafinesquii",NA,NA,0,9,"New Hampshire",154729
"1236","white-spotted lantern fish","Diaphus rafinesquii",NA,NA,0,2,"Georges Bank",154729
"1237","white-spotted lantern fish","Diaphus rafinesquii",NA,NA,0,7,"Massachusetts-Gulf of Maine",154729
"1238","white-spotted lantern fish","Diaphus rafinesquii",NA,NA,0,1,"Offshore",154729
"1239","white-spotted lantern fish","Diaphus rafinesquii",NA,NA,0,8,"Massachusetts-Virginian",154729
"1240","white-spotted lantern fish","Diaphus rafinesquii",NA,NA,0,11,"Rhode Island",154729
"1241","white-spotted lantern fish","Diaphus rafinesquii",NA,NA,0,4,"Mid-Atlantic Bight",154729
"1242","white-spotted lantern fish","Diaphus rafinesquii",NA,NA,0,5,"Connecticut",154729
"1243","white-spotted lantern fish","Diaphus rafinesquii",NA,NA,0,10,"New York",154729
"1244","rough silverside","Membras martinica",NA,NA,0,11,"Rhode Island",154767
"1245","rough silverside","Membras martinica",NA,NA,0,4,"Mid-Atlantic Bight",154767
"1246","rough silverside","Membras martinica",NA,NA,0,5,"Connecticut",154767
"1247","rough silverside","Membras martinica","NY","NNR",0,10,"New York",154767
"1248","rough silverside","Membras martinica",NA,NA,0,1,"Offshore",154767
"1249","blue runner","Caranx crysos",NA,NA,0,6,"Maine",154807
"1250","blue runner","Caranx crysos",NA,NA,0,3,"Gulf of Maine",154807
"1251","blue runner","Caranx crysos",NA,NA,0,9,"New Hampshire",154807
"1252","blue runner","Caranx crysos",NA,NA,0,2,"Georges Bank",154807
"1253","blue runner","Caranx crysos",NA,NA,0,7,"Massachusetts-Gulf of Maine",154807
"1254","blue runner","Caranx crysos",NA,NA,0,1,"Offshore",154807
"1255","blue runner","Caranx crysos",NA,NA,0,8,"Massachusetts-Virginian",154807
"1256","blue runner","Caranx crysos","RI","NNR",0,11,"Rhode Island",154807
"1257","blue runner","Caranx crysos",NA,NA,0,4,"Mid-Atlantic Bight",154807
"1258","blue runner","Caranx crysos",NA,NA,0,5,"Connecticut",154807
"1259","blue runner","Caranx crysos",NA,NA,0,10,"New York",154807
"1260","richardson's snaggletooth","Astronesthes richardsoni",NA,NA,0,6,"Maine",154815
"1261","richardson's snaggletooth","Astronesthes richardsoni",NA,NA,0,3,"Gulf of Maine",154815
"1262","richardson's snaggletooth","Astronesthes richardsoni",NA,NA,0,2,"Georges Bank",154815
"1263","richardson's snaggletooth","Astronesthes richardsoni",NA,NA,0,1,"Offshore",154815
"1264","long snouted lancetfish","Alepisaurus ferox",NA,NA,0,6,"Maine",154820
"1265","long snouted lancetfish","Alepisaurus ferox",NA,NA,0,3,"Gulf of Maine",154820
"1266","long snouted lancetfish","Alepisaurus ferox",NA,NA,0,9,"New Hampshire",154820
"1267","long snouted lancetfish","Alepisaurus ferox",NA,NA,0,2,"Georges Bank",154820
"1268","long snouted lancetfish","Alepisaurus ferox",NA,NA,0,7,"Massachusetts-Gulf of Maine",154820
"1269","long snouted lancetfish","Alepisaurus ferox",NA,NA,0,1,"Offshore",154820
"1270","long snouted lancetfish","Alepisaurus ferox",NA,NA,0,8,"Massachusetts-Virginian",154820
"1271","long snouted lancetfish","Alepisaurus ferox",NA,NA,0,11,"Rhode Island",154820
"1272","long snouted lancetfish","Alepisaurus ferox",NA,NA,0,4,"Mid-Atlantic Bight",154820
"1273","long snouted lancetfish","Alepisaurus ferox",NA,NA,0,5,"Connecticut",154820
"1274","long snouted lancetfish","Alepisaurus ferox",NA,NA,0,10,"New York",154820
"1275","can-opener smoothdream","Chaenophryne longiceps",NA,NA,0,1,"Offshore",154916
"1276","shortspine boarfish","Antigonia combatia",NA,NA,0,4,"Mid-Atlantic Bight",154928
"1277",NA,"Benthocometes robustus",NA,NA,0,2,"Georges Bank",154929
"1278",NA,"Benthocometes robustus",NA,NA,0,1,"Offshore",154929
"1279",NA,"Benthocometes robustus",NA,NA,0,4,"Mid-Atlantic Bight",154929
"1280","great pompano","Trachinotus goodei",NA,NA,0,3,"Gulf of Maine",154970
"1281","great pompano","Trachinotus goodei",NA,NA,0,7,"Massachusetts-Gulf of Maine",154970
"1282","great pompano","Trachinotus goodei",NA,NA,0,2,"Georges Bank",154970
"1283","great pompano","Trachinotus goodei",NA,NA,0,8,"Massachusetts-Virginian",154970
"1284","great pompano","Trachinotus goodei",NA,NA,0,11,"Rhode Island",154970
"1285","great pompano","Trachinotus goodei",NA,NA,0,4,"Mid-Atlantic Bight",154970
"1286","great pompano","Trachinotus goodei",NA,NA,0,5,"Connecticut",154970
"1287","great pompano","Trachinotus goodei",NA,NA,0,10,"New York",154970
"1288","great pompano","Trachinotus goodei",NA,NA,0,1,"Offshore",154970
"1289","half-naked hatchetfish","Argyropelecus hemigymnus",NA,NA,0,6,"Maine",154998
"1290","half-naked hatchetfish","Argyropelecus hemigymnus",NA,NA,0,3,"Gulf of Maine",154998
"1291","half-naked hatchetfish","Argyropelecus hemigymnus",NA,NA,0,2,"Georges Bank",154998
"1292","half-naked hatchetfish","Argyropelecus hemigymnus",NA,NA,0,1,"Offshore",154998
"1293","half-naked hatchetfish","Argyropelecus hemigymnus",NA,NA,0,4,"Mid-Atlantic Bight",154998
"1294","african pompano","Alectis ciliaris",NA,NA,0,3,"Gulf of Maine",155014
"1295","african pompano","Alectis ciliaris",NA,NA,0,6,"Maine",155014
"1296","african pompano","Alectis ciliaris",NA,NA,0,9,"New Hampshire",155014
"1297","african pompano","Alectis ciliaris",NA,NA,0,7,"Massachusetts-Gulf of Maine",155014
"1298","african pompano","Alectis ciliaris",NA,NA,0,2,"Georges Bank",155014
"1299","african pompano","Alectis ciliaris",NA,NA,0,8,"Massachusetts-Virginian",155014
"1300","african pompano","Alectis ciliaris",NA,NA,0,11,"Rhode Island",155014
"1301","african pompano","Alectis ciliaris",NA,NA,0,4,"Mid-Atlantic Bight",155014
"1302","african pompano","Alectis ciliaris",NA,NA,0,5,"Connecticut",155014
"1303","african pompano","Alectis ciliaris",NA,NA,0,10,"New York",155014
"1304","african pompano","Alectis ciliaris",NA,NA,0,1,"Offshore",155014
"1305","spearfish remora","Remora brachyptera",NA,NA,0,6,"Maine",155068
"1306","spearfish remora","Remora brachyptera",NA,NA,0,3,"Gulf of Maine",155068
"1307","spearfish remora","Remora brachyptera",NA,NA,0,9,"New Hampshire",155068
"1308","spearfish remora","Remora brachyptera",NA,NA,0,2,"Georges Bank",155068
"1309","spearfish remora","Remora brachyptera",NA,NA,0,7,"Massachusetts-Gulf of Maine",155068
"1310","spearfish remora","Remora brachyptera",NA,NA,0,1,"Offshore",155068
"1311","spearfish remora","Remora brachyptera",NA,NA,0,8,"Massachusetts-Virginian",155068
"1312","spearfish remora","Remora brachyptera",NA,NA,0,11,"Rhode Island",155068
"1313","spearfish remora","Remora brachyptera",NA,NA,0,4,"Mid-Atlantic Bight",155068
"1314","spearfish remora","Remora brachyptera",NA,NA,0,5,"Connecticut",155068
"1315","spearfish remora","Remora brachyptera",NA,NA,0,10,"New York",155068
"1316","white suckerfish","Remora albescens",NA,NA,0,8,"Massachusetts-Virginian",155075
"1317","white suckerfish","Remora albescens",NA,NA,0,2,"Georges Bank",155075
"1318","white suckerfish","Remora albescens",NA,NA,0,1,"Offshore",155075
"1319","white suckerfish","Remora albescens",NA,NA,0,4,"Mid-Atlantic Bight",155075
"1320","white suckerfish","Remora albescens",NA,NA,0,11,"Rhode Island",155075
"1321","white suckerfish","Remora albescens",NA,NA,0,5,"Connecticut",155075
"1322","white suckerfish","Remora albescens",NA,NA,0,10,"New York",155075
"1323","barrelfish","Hyperoglyphe perciformis",NA,NA,0,4,"Mid-Atlantic Bight",155081
"1324","barrelfish","Hyperoglyphe perciformis",NA,NA,0,10,"New York",155081
"1325","barrelfish","Hyperoglyphe perciformis",NA,NA,0,1,"Offshore",155081
"1326","atlantic bonito","Sarda sarda",NA,NA,0,6,"Maine",155096
"1327","atlantic bonito","Sarda sarda",NA,NA,0,3,"Gulf of Maine",155096
"1328","atlantic bonito","Sarda sarda",NA,NA,0,9,"New Hampshire",155096
"1329","atlantic bonito","Sarda sarda",NA,NA,0,2,"Georges Bank",155096
"1330","atlantic bonito","Sarda sarda",NA,NA,0,7,"Massachusetts-Gulf of Maine",155096
"1331","atlantic bonito","Sarda sarda",NA,NA,0,1,"Offshore",155096
"1332","atlantic bonito","Sarda sarda",NA,NA,0,8,"Massachusetts-Virginian",155096
"1333","atlantic bonito","Sarda sarda","RI","NNR",0,11,"Rhode Island",155096
"1334","atlantic bonito","Sarda sarda",NA,NA,0,4,"Mid-Atlantic Bight",155096
"1335","atlantic bonito","Sarda sarda",NA,NA,0,5,"Connecticut",155096
"1336","atlantic bonito","Sarda sarda",NA,NA,0,10,"New York",155096
"1337","flying halfbeak","Euleptorhamphus velox",NA,NA,0,11,"Rhode Island",15521852
"1338","flying halfbeak","Euleptorhamphus velox",NA,NA,0,8,"Massachusetts-Virginian",15521852
"1339","flying halfbeak","Euleptorhamphus velox",NA,NA,0,4,"Mid-Atlantic Bight",15521852
"1340","flying halfbeak","Euleptorhamphus velox",NA,NA,0,2,"Georges Bank",15521852
"1341","flying halfbeak","Euleptorhamphus velox",NA,NA,0,5,"Connecticut",15521852
"1342","flying halfbeak","Euleptorhamphus velox",NA,NA,0,10,"New York",15521852
"1343","flying halfbeak","Euleptorhamphus velox",NA,NA,0,1,"Offshore",15521852
"1344","balao halfbeak","Hemiramphus balao",NA,NA,0,10,"New York",15521875
"1345","balao halfbeak","Hemiramphus balao",NA,NA,0,4,"Mid-Atlantic Bight",15521875
"1346","balao halfbeak","Hemiramphus balao",NA,NA,0,1,"Offshore",15521875
"1347","ballyhoo halfbeak","Hemiramphus brasiliensis",NA,NA,0,3,"Gulf of Maine",15521927
"1348","ballyhoo halfbeak","Hemiramphus brasiliensis",NA,NA,0,7,"Massachusetts-Gulf of Maine",15521927
"1349","ballyhoo halfbeak","Hemiramphus brasiliensis",NA,NA,0,2,"Georges Bank",15521927
"1350","ballyhoo halfbeak","Hemiramphus brasiliensis",NA,NA,0,8,"Massachusetts-Virginian",15521927
"1351","ballyhoo halfbeak","Hemiramphus brasiliensis","RI","NNR",0,11,"Rhode Island",15521927
"1352","ballyhoo halfbeak","Hemiramphus brasiliensis",NA,NA,0,4,"Mid-Atlantic Bight",15521927
"1353","ballyhoo halfbeak","Hemiramphus brasiliensis",NA,NA,0,5,"Connecticut",15521927
"1354","ballyhoo halfbeak","Hemiramphus brasiliensis",NA,NA,0,10,"New York",15521927
"1355","ballyhoo halfbeak","Hemiramphus brasiliensis",NA,NA,0,1,"Offshore",15521927
"1356","false halfbeak","Oxyporhamphus similis",NA,NA,0,10,"New York",15521934
"1357","false halfbeak","Oxyporhamphus similis",NA,NA,0,4,"Mid-Atlantic Bight",15521934
"1358","false halfbeak","Oxyporhamphus similis",NA,NA,0,1,"Offshore",15521934
"1359","fourbeard rockling","Enchelyopus cimbrius",NA,NA,0,6,"Maine",15522054
"1360","fourbeard rockling","Enchelyopus cimbrius",NA,NA,0,3,"Gulf of Maine",15522054
"1361","fourbeard rockling","Enchelyopus cimbrius",NA,NA,0,9,"New Hampshire",15522054
"1362","fourbeard rockling","Enchelyopus cimbrius",NA,NA,0,2,"Georges Bank",15522054
"1363","fourbeard rockling","Enchelyopus cimbrius",NA,NA,0,7,"Massachusetts-Gulf of Maine",15522054
"1364","fourbeard rockling","Enchelyopus cimbrius",NA,NA,0,1,"Offshore",15522054
"1365","fourbeard rockling","Enchelyopus cimbrius",NA,NA,0,8,"Massachusetts-Virginian",15522054
"1366","fourbeard rockling","Enchelyopus cimbrius","RI","NNR",0,11,"Rhode Island",15522054
"1367","fourbeard rockling","Enchelyopus cimbrius",NA,NA,0,4,"Mid-Atlantic Bight",15522054
"1368","fourbeard rockling","Enchelyopus cimbrius",NA,NA,0,5,"Connecticut",15522054
"1369","fourbeard rockling","Enchelyopus cimbrius","NY","NNR",0,10,"New York",15522054
"1370","ghostly grenadier","Coryphaenoides leptolepis",NA,NA,0,1,"Offshore",15522140
"1371","ghostly grenadier","Coryphaenoides leptolepis",NA,NA,0,2,"Georges Bank",15522140
"1372","ghostly grenadier","Coryphaenoides leptolepis",NA,NA,0,4,"Mid-Atlantic Bight",15522140
"1373","roundnose grenadier","Coryphaenoides rupestris",NA,NA,0.8,3,"Gulf of Maine",15522149
"1374","roundnose grenadier","Coryphaenoides rupestris",NA,NA,0.8,1,"Offshore",15522149
"1375","roundnose grenadier","Coryphaenoides rupestris",NA,NA,0.8,2,"Georges Bank",15522149
"1376","roundnose grenadier","Coryphaenoides rupestris",NA,NA,0.8,4,"Mid-Atlantic Bight",15522149
"1377","arrowtail","Melanonus zugmayeri",NA,NA,0,3,"Gulf of Maine",15522213
"1378","arrowtail","Melanonus zugmayeri",NA,NA,0,2,"Georges Bank",15522213
"1379","arrowtail","Melanonus zugmayeri",NA,NA,0,7,"Massachusetts-Gulf of Maine",15522213
"1380","arrowtail","Melanonus zugmayeri",NA,NA,0,1,"Offshore",15522213
"1381","arrowtail","Melanonus zugmayeri",NA,NA,0,8,"Massachusetts-Virginian",15522213
"1382","arrowtail","Melanonus zugmayeri",NA,NA,0,11,"Rhode Island",15522213
"1383","arrowtail","Melanonus zugmayeri",NA,NA,0,4,"Mid-Atlantic Bight",15522213
"1384","arrowtail","Melanonus zugmayeri",NA,NA,0,5,"Connecticut",15522213
"1385","arrowtail","Melanonus zugmayeri",NA,NA,0,10,"New York",15522213
"1386","atlantic needlefish","Strongylura marina","ME","N5",0,6,"Maine",155259
"1387","atlantic needlefish","Strongylura marina",NA,NA,0,3,"Gulf of Maine",155259
"1388","atlantic needlefish","Strongylura marina",NA,NA,0,9,"New Hampshire",155259
"1389","atlantic needlefish","Strongylura marina",NA,NA,0,2,"Georges Bank",155259
"1390","atlantic needlefish","Strongylura marina","MA","S4",0.2,7,"Massachusetts-Gulf of Maine",155259
"1391","atlantic needlefish","Strongylura marina",NA,NA,0,1,"Offshore",155259
"1392","atlantic needlefish","Strongylura marina","MA","S4",0.2,8,"Massachusetts-Virginian",155259
"1393","atlantic needlefish","Strongylura marina","RI","N5",0,11,"Rhode Island",155259
"1394","atlantic needlefish","Strongylura marina",NA,NA,0,4,"Mid-Atlantic Bight",155259
"1395","atlantic needlefish","Strongylura marina",NA,NA,0,5,"Connecticut",155259
"1396","atlantic needlefish","Strongylura marina","NY","S2S3",0.5,10,"New York",155259
"1397","western softhead grenadier","Malacocephalus occidentalis",NA,NA,0,2,"Georges Bank",155265
"1398","western softhead grenadier","Malacocephalus occidentalis",NA,NA,0,1,"Offshore",155265
"1399","western softhead grenadier","Malacocephalus occidentalis",NA,NA,0,4,"Mid-Atlantic Bight",155265
"1400","blackfin tuna","Thunnus atlanticus",NA,NA,0,8,"Massachusetts-Virginian",155276
"1401","blackfin tuna","Thunnus atlanticus",NA,NA,0,2,"Georges Bank",155276
"1402","blackfin tuna","Thunnus atlanticus",NA,NA,0,11,"Rhode Island",155276
"1403","blackfin tuna","Thunnus atlanticus",NA,NA,0,4,"Mid-Atlantic Bight",155276
"1404","blackfin tuna","Thunnus atlanticus",NA,NA,0,5,"Connecticut",155276
"1405","blackfin tuna","Thunnus atlanticus",NA,NA,0,10,"New York",155276
"1406","blackfin tuna","Thunnus atlanticus",NA,NA,0,1,"Offshore",155276
"1407","smallfin lanternfish","Benthosema suborbitale",NA,NA,0,2,"Georges Bank",15598524
"1408","smallfin lanternfish","Benthosema suborbitale",NA,NA,0,3,"Gulf of Maine",15598524
"1409","smallfin lanternfish","Benthosema suborbitale",NA,NA,0,1,"Offshore",15598524
"1410","smallfin lanternfish","Benthosema suborbitale",NA,NA,0,7,"Massachusetts-Gulf of Maine",15598524
"1411","smallfin lanternfish","Benthosema suborbitale",NA,NA,0,8,"Massachusetts-Virginian",15598524
"1412","smallfin lanternfish","Benthosema suborbitale",NA,NA,0,11,"Rhode Island",15598524
"1413","smallfin lanternfish","Benthosema suborbitale",NA,NA,0,4,"Mid-Atlantic Bight",15598524
"1414","smallfin lanternfish","Benthosema suborbitale",NA,NA,0,5,"Connecticut",15598524
